Node Name,Node ID
          QualifiedName(0:Operator),NumericNodeId(i=15680)
            QualifiedName(0:Identities),NumericNodeId(i=16225)
            QualifiedName(0:Applications),NumericNodeId(i=16226)
            QualifiedName(0:ApplicationsExclude),NumericNodeId(i=15418)
            QualifiedName(0:Endpoints),NumericNodeId(i=16227)
            QualifiedName(0:EndpointsExclude),NumericNodeId(i=15423)
            QualifiedName(0:AddIdentity),NumericNodeId(i=15684)
              QualifiedName(0:InputArguments),NumericNodeId(i=15685)
            QualifiedName(0:RemoveIdentity),NumericNodeId(i=15686)
              QualifiedName(0:InputArguments),NumericNodeId(i=15687)
            QualifiedName(0:AddApplication),NumericNodeId(i=16228)
              QualifiedName(0:InputArguments),NumericNodeId(i=16229)
            QualifiedName(0:RemoveApplication),NumericNodeId(i=16230)
              QualifiedName(0:InputArguments),NumericNodeId(i=16231)
            QualifiedName(0:AddEndpoint),NumericNodeId(i=16232)
              QualifiedName(0:InputArguments),NumericNodeId(i=16233)
            QualifiedName(0:RemoveEndpoint),NumericNodeId(i=16234)
              QualifiedName(0:InputArguments),NumericNodeId(i=16235)
          QualifiedName(0:Engineer),NumericNodeId(i=16036)
            QualifiedName(0:Identities),NumericNodeId(i=16236)
            QualifiedName(0:Applications),NumericNodeId(i=16237)
            QualifiedName(0:ApplicationsExclude),NumericNodeId(i=15424)
            QualifiedName(0:Endpoints),NumericNodeId(i=16238)
            QualifiedName(0:EndpointsExclude),NumericNodeId(i=15425)
            QualifiedName(0:AddIdentity),NumericNodeId(i=16041)
              QualifiedName(0:InputArguments),NumericNodeId(i=16042)
            QualifiedName(0:RemoveIdentity),NumericNodeId(i=16043)
              QualifiedName(0:InputArguments),NumericNodeId(i=16044)
            QualifiedName(0:AddApplication),NumericNodeId(i=16239)
              QualifiedName(0:InputArguments),NumericNodeId(i=16240)
            QualifiedName(0:RemoveApplication),NumericNodeId(i=16241)
              QualifiedName(0:InputArguments),NumericNodeId(i=16242)
            QualifiedName(0:AddEndpoint),NumericNodeId(i=16243)
              QualifiedName(0:InputArguments),NumericNodeId(i=16244)
            QualifiedName(0:RemoveEndpoint),NumericNodeId(i=16245)
              QualifiedName(0:InputArguments),NumericNodeId(i=16246)
          QualifiedName(0:Supervisor),NumericNodeId(i=15692)
            QualifiedName(0:Identities),NumericNodeId(i=16247)
            QualifiedName(0:Applications),NumericNodeId(i=16248)
            QualifiedName(0:ApplicationsExclude),NumericNodeId(i=15426)
            QualifiedName(0:Endpoints),NumericNodeId(i=16249)
            QualifiedName(0:EndpointsExclude),NumericNodeId(i=15427)
            QualifiedName(0:AddIdentity),NumericNodeId(i=15696)
              QualifiedName(0:InputArguments),NumericNodeId(i=15697)
            QualifiedName(0:RemoveIdentity),NumericNodeId(i=15698)
              QualifiedName(0:InputArguments),NumericNodeId(i=15699)
            QualifiedName(0:AddApplication),NumericNodeId(i=16250)
              QualifiedName(0:InputArguments),NumericNodeId(i=16251)
            QualifiedName(0:RemoveApplication),NumericNodeId(i=16252)
              QualifiedName(0:InputArguments),NumericNodeId(i=16253)
            QualifiedName(0:AddEndpoint),NumericNodeId(i=16254)
              QualifiedName(0:InputArguments),NumericNodeId(i=16255)
            QualifiedName(0:RemoveEndpoint),NumericNodeId(i=16256)
              QualifiedName(0:InputArguments),NumericNodeId(i=16257)
          QualifiedName(0:ConfigureAdmin),NumericNodeId(i=15716)
            QualifiedName(0:Identities),NumericNodeId(i=16269)
            QualifiedName(0:Applications),NumericNodeId(i=16270)
            QualifiedName(0:ApplicationsExclude),NumericNodeId(i=15428)
            QualifiedName(0:Endpoints),NumericNodeId(i=16271)
            QualifiedName(0:EndpointsExclude),NumericNodeId(i=15429)
            QualifiedName(0:AddIdentity),NumericNodeId(i=15720)
              QualifiedName(0:InputArguments),NumericNodeId(i=15721)
            QualifiedName(0:RemoveIdentity),NumericNodeId(i=15722)
              QualifiedName(0:InputArguments),NumericNodeId(i=15723)
            QualifiedName(0:AddApplication),NumericNodeId(i=16272)
              QualifiedName(0:InputArguments),NumericNodeId(i=16273)
            QualifiedName(0:RemoveApplication),NumericNodeId(i=16274)
              QualifiedName(0:InputArguments),NumericNodeId(i=16275)
            QualifiedName(0:AddEndpoint),NumericNodeId(i=16276)
              QualifiedName(0:InputArguments),NumericNodeId(i=16277)
            QualifiedName(0:RemoveEndpoint),NumericNodeId(i=16278)
              QualifiedName(0:InputArguments),NumericNodeId(i=16279)
          QualifiedName(0:SecurityAdmin),NumericNodeId(i=15704)
            QualifiedName(0:Identities),NumericNodeId(i=16258)
            QualifiedName(0:Applications),NumericNodeId(i=16259)
            QualifiedName(0:ApplicationsExclude),NumericNodeId(i=15430)
            QualifiedName(0:Endpoints),NumericNodeId(i=16260)
            QualifiedName(0:EndpointsExclude),NumericNodeId(i=15527)
            QualifiedName(0:AddIdentity),NumericNodeId(i=15708)
              QualifiedName(0:InputArguments),NumericNodeId(i=15709)
            QualifiedName(0:RemoveIdentity),NumericNodeId(i=15710)
              QualifiedName(0:InputArguments),NumericNodeId(i=15711)
            QualifiedName(0:AddApplication),NumericNodeId(i=16261)
              QualifiedName(0:InputArguments),NumericNodeId(i=16262)
            QualifiedName(0:RemoveApplication),NumericNodeId(i=16263)
              QualifiedName(0:InputArguments),NumericNodeId(i=16264)
            QualifiedName(0:AddEndpoint),NumericNodeId(i=16265)
              QualifiedName(0:InputArguments),NumericNodeId(i=16266)
            QualifiedName(0:RemoveEndpoint),NumericNodeId(i=16267)
              QualifiedName(0:InputArguments),NumericNodeId(i=16268)
        QualifiedName(0:HistoryServerCapabilities),NumericNodeId(i=11192)
          QualifiedName(0:AccessHistoryDataCapability),NumericNodeId(i=11193)
          QualifiedName(0:AccessHistoryEventsCapability),NumericNodeId(i=11242)
          QualifiedName(0:MaxReturnDataValues),NumericNodeId(i=11273)
          QualifiedName(0:MaxReturnEventValues),NumericNodeId(i=11274)
          QualifiedName(0:InsertDataCapability),NumericNodeId(i=11196)
          QualifiedName(0:ReplaceDataCapability),NumericNodeId(i=11197)
          QualifiedName(0:UpdateDataCapability),NumericNodeId(i=11198)
          QualifiedName(0:DeleteRawCapability),NumericNodeId(i=11199)
          QualifiedName(0:DeleteAtTimeCapability),NumericNodeId(i=11200)
          QualifiedName(0:InsertEventCapability),NumericNodeId(i=11281)
          QualifiedName(0:ReplaceEventCapability),NumericNodeId(i=11282)
          QualifiedName(0:UpdateEventCapability),NumericNodeId(i=11283)
          QualifiedName(0:DeleteEventCapability),NumericNodeId(i=11502)
          QualifiedName(0:InsertAnnotationCapability),NumericNodeId(i=11275)
          QualifiedName(0:AggregateFunctions),NumericNodeId(i=11201)
          QualifiedName(0:ServerTimestampSupported),NumericNodeId(i=19091)
      QualifiedName(0:ServerDiagnostics),NumericNodeId(i=2274)
        QualifiedName(0:ServerDiagnosticsSummary),NumericNodeId(i=2275)
          QualifiedName(0:ServerViewCount),NumericNodeId(i=2276)
          QualifiedName(0:CurrentSessionCount),NumericNodeId(i=2277)
          QualifiedName(0:CumulatedSessionCount),NumericNodeId(i=2278)
          QualifiedName(0:SecurityRejectedSessionCount),NumericNodeId(i=2279)
          QualifiedName(0:RejectedSessionCount),NumericNodeId(i=3705)
          QualifiedName(0:SessionTimeoutCount),NumericNodeId(i=2281)
          QualifiedName(0:SessionAbortCount),NumericNodeId(i=2282)
          QualifiedName(0:PublishingIntervalCount),NumericNodeId(i=2284)
          QualifiedName(0:CurrentSubscriptionCount),NumericNodeId(i=2285)
          QualifiedName(0:CumulatedSubscriptionCount),NumericNodeId(i=2286)
          QualifiedName(0:SecurityRejectedRequestsCount),NumericNodeId(i=2287)
          QualifiedName(0:RejectedRequestsCount),NumericNodeId(i=2288)
        QualifiedName(0:SamplingIntervalDiagnosticsArray),NumericNodeId(i=2289)
        QualifiedName(0:SubscriptionDiagnosticsArray),NumericNodeId(i=2290)
        QualifiedName(0:SessionsDiagnosticsSummary),NumericNodeId(i=3706)
          QualifiedName(0:SessionDiagnosticsArray),NumericNodeId(i=3707)
          QualifiedName(0:SessionSecurityDiagnosticsArray),NumericNodeId(i=3708)
        QualifiedName(0:EnabledFlag),NumericNodeId(i=2294)
      QualifiedName(0:VendorServerInfo),NumericNodeId(i=2295)
      QualifiedName(0:ServerRedundancy),NumericNodeId(i=2296)
        QualifiedName(0:RedundancySupport),NumericNodeId(i=3709)
        QualifiedName(0:CurrentServerId),NumericNodeId(i=11312)
        QualifiedName(0:RedundantServerArray),NumericNodeId(i=11313)
        QualifiedName(0:ServerUriArray),NumericNodeId(i=11314)
        QualifiedName(0:ServerNetworkGroups),NumericNodeId(i=14415)
      QualifiedName(0:Namespaces),NumericNodeId(i=11715)
        QualifiedName(0:http://opcfoundation.org/UA/),NumericNodeId(i=15957)
          QualifiedName(0:NamespaceUri),NumericNodeId(i=15958)
          QualifiedName(0:NamespaceVersion),NumericNodeId(i=15959)
          QualifiedName(0:NamespacePublicationDate),NumericNodeId(i=15960)
          QualifiedName(0:IsNamespaceSubset),NumericNodeId(i=15961)
          QualifiedName(0:StaticNodeIdTypes),NumericNodeId(i=15962)
          QualifiedName(0:StaticNumericNodeIdRange),NumericNodeId(i=15963)
          QualifiedName(0:StaticStringNodeIdPattern),NumericNodeId(i=15964)
          QualifiedName(0:DefaultRolePermissions),NumericNodeId(i=16134)
          QualifiedName(0:DefaultUserRolePermissions),NumericNodeId(i=16135)
          QualifiedName(0:DefaultAccessRestrictions),NumericNodeId(i=16136)
      QualifiedName(0:GetMonitoredItems),NumericNodeId(i=11492)
        QualifiedName(0:InputArguments),NumericNodeId(i=11493)
        QualifiedName(0:OutputArguments),NumericNodeId(i=11494)
      QualifiedName(0:ResendData),NumericNodeId(i=12873)
        QualifiedName(0:InputArguments),NumericNodeId(i=12874)
      QualifiedName(0:SetSubscriptionDurable),NumericNodeId(i=12749)
        QualifiedName(0:InputArguments),NumericNodeId(i=12750)
        QualifiedName(0:OutputArguments),NumericNodeId(i=12751)
      QualifiedName(0:RequestServerStateChange),NumericNodeId(i=12886)
        QualifiedName(0:InputArguments),NumericNodeId(i=12887)
      QualifiedName(0:Dictionaries),NumericNodeId(i=17594)
    QualifiedName(2:parameters),NumericNodeId(ns=2;i=1)
      QualifiedName(2:Equipment_ID),NumericNodeId(ns=2;i=2)
      QualifiedName(2:Equipment_ID),NumericNodeId(ns=2;i=3)
      QualifiedName(2:Equipment_ID),NumericNodeId(ns=2;i=4)
      QualifiedName(2:remaining_con),NumericNodeId(ns=2;i=5)
      QualifiedName(2:remaining_Kuka),NumericNodeId(ns=2;i=6)
      QualifiedName(2:remaining_Lathe),NumericNodeId(ns=2;i=7)
      QualifiedName(2:Message),NumericNodeId(ns=2;i=8)
      QualifiedName(2:Time Stamp),NumericNodeId(ns=2;i=9)
      QualifiedName(2:Current Operation),NumericNodeId(ns=2;i=10)
      QualifiedName(2:Current Operation),NumericNodeId(ns=2;i=11)
      QualifiedName(2:WorkpieceID),NumericNodeId(ns=2;i=12)
      QualifiedName(2:Status_con),NumericNodeId(ns=2;i=13)
      QualifiedName(2:Status_Kuka),NumericNodeId(ns=2;i=14)
      QualifiedName(2:Status_Lathe),NumericNodeId(ns=2;i=15)
    QualifiedName(1:Conveyor),NumericNodeId(ns=1;i=2001)
    QualifiedName(1:Lathe_Prog1),NumericNodeId(ns=1;i=2002)
    QualifiedName(1:Lathe_Prog2),NumericNodeId(ns=1;i=2003)
    QualifiedName(1:Kuka_Prog1),NumericNodeId(ns=1;i=2004)
    QualifiedName(1:Kuka_Prog2),NumericNodeId(ns=1;i=2005)
  QualifiedName(0:Types),NumericNodeId(i=86)
    QualifiedName(0:ObjectTypes),NumericNodeId(i=88)
      QualifiedName(0:BaseObjectType),NumericNodeId(i=58)
        QualifiedName(0:FolderType),NumericNodeId(i=61)
          QualifiedName(0:OperationLimitsType),NumericNodeId(i=11564)
            QualifiedName(0:MaxNodesPerRead),NumericNodeId(i=11565)
            QualifiedName(0:MaxNodesPerHistoryReadData),NumericNodeId(i=12161)
            QualifiedName(0:MaxNodesPerHistoryReadEvents),NumericNodeId(i=12162)
            QualifiedName(0:MaxNodesPerWrite),NumericNodeId(i=11567)
            QualifiedName(0:MaxNodesPerHistoryUpdateData),NumericNodeId(i=12163)
            QualifiedName(0:MaxNodesPerHistoryUpdateEvents),NumericNodeId(i=12164)
            QualifiedName(0:MaxNodesPerMethodCall),NumericNodeId(i=11569)
            QualifiedName(0:MaxNodesPerBrowse),NumericNodeId(i=11570)
            QualifiedName(0:MaxNodesPerRegisterNodes),NumericNodeId(i=11571)
            QualifiedName(0:MaxNodesPerTranslateBrowsePathsToNodeIds),NumericNodeId(i=11572)
            QualifiedName(0:MaxNodesPerNodeManagement),NumericNodeId(i=11573)
            QualifiedName(0:MaxMonitoredItemsPerCall),NumericNodeId(i=11574)
          QualifiedName(0:FileDirectoryType),NumericNodeId(i=13353)
            QualifiedName(0:<FileDirectoryName>),NumericNodeId(i=13354)
              QualifiedName(0:CreateDirectory),NumericNodeId(i=13355)
                QualifiedName(0:InputArguments),NumericNodeId(i=13356)
                QualifiedName(0:OutputArguments),NumericNodeId(i=13357)
              QualifiedName(0:CreateFile),NumericNodeId(i=13358)
                QualifiedName(0:InputArguments),NumericNodeId(i=13359)
                QualifiedName(0:OutputArguments),NumericNodeId(i=13360)
              QualifiedName(0:Delete),NumericNodeId(i=17718)
                QualifiedName(0:InputArguments),NumericNodeId(i=17719)
              QualifiedName(0:MoveOrCopy),NumericNodeId(i=13363)
                QualifiedName(0:InputArguments),NumericNodeId(i=13364)
                QualifiedName(0:OutputArguments),NumericNodeId(i=13365)
            QualifiedName(0:<FileName>),NumericNodeId(i=13366)
              QualifiedName(0:Size),NumericNodeId(i=13367)
              QualifiedName(0:Writable),NumericNodeId(i=13368)
              QualifiedName(0:UserWritable),NumericNodeId(i=13369)
              QualifiedName(0:OpenCount),NumericNodeId(i=13370)
              QualifiedName(0:Open),NumericNodeId(i=13372)
                QualifiedName(0:InputArguments),NumericNodeId(i=13373)
                QualifiedName(0:OutputArguments),NumericNodeId(i=13374)
              QualifiedName(0:Close),NumericNodeId(i=13375)
                QualifiedName(0:InputArguments),NumericNodeId(i=13376)
              QualifiedName(0:Read),NumericNodeId(i=13377)
                QualifiedName(0:InputArguments),NumericNodeId(i=13378)
                QualifiedName(0:OutputArguments),NumericNodeId(i=13379)
              QualifiedName(0:Write),NumericNodeId(i=13380)
                QualifiedName(0:InputArguments),NumericNodeId(i=13381)
              QualifiedName(0:GetPosition),NumericNodeId(i=13382)
                QualifiedName(0:InputArguments),NumericNodeId(i=13383)
                QualifiedName(0:OutputArguments),NumericNodeId(i=13384)
              QualifiedName(0:SetPosition),NumericNodeId(i=13385)
                QualifiedName(0:InputArguments),NumericNodeId(i=13386)
            QualifiedName(0:CreateDirectory),NumericNodeId(i=13387)
              QualifiedName(0:InputArguments),NumericNodeId(i=13388)
              QualifiedName(0:OutputArguments),NumericNodeId(i=13389)
            QualifiedName(0:CreateFile),NumericNodeId(i=13390)
              QualifiedName(0:InputArguments),NumericNodeId(i=13391)
              QualifiedName(0:OutputArguments),NumericNodeId(i=13392)
            QualifiedName(0:Delete),NumericNodeId(i=13393)
              QualifiedName(0:InputArguments),NumericNodeId(i=13394)
            QualifiedName(0:MoveOrCopy),NumericNodeId(i=13395)
              QualifiedName(0:InputArguments),NumericNodeId(i=13396)
              QualifiedName(0:OutputArguments),NumericNodeId(i=13397)
          QualifiedName(0:DictionaryFolderType),NumericNodeId(i=17591)
            QualifiedName(0:<DictionaryFolderName>),NumericNodeId(i=17592)
            QualifiedName(0:<DictionaryEntryName>),NumericNodeId(i=17593)
          QualifiedName(0:AlarmGroupType),NumericNodeId(i=16405)
            QualifiedName(0:<AlarmConditionInstance>),NumericNodeId(i=16406)
              QualifiedName(0:EventId),NumericNodeId(i=16407)
              QualifiedName(0:EventType),NumericNodeId(i=16408)
              QualifiedName(0:SourceNode),NumericNodeId(i=16409)
              QualifiedName(0:SourceName),NumericNodeId(i=16410)
              QualifiedName(0:Time),NumericNodeId(i=16411)
              QualifiedName(0:ReceiveTime),NumericNodeId(i=16412)
              QualifiedName(0:Message),NumericNodeId(i=16414)
              QualifiedName(0:Severity),NumericNodeId(i=16415)
              QualifiedName(0:ConditionClassId),NumericNodeId(i=16416)
              QualifiedName(0:ConditionClassName),NumericNodeId(i=16417)
              QualifiedName(0:ConditionName),NumericNodeId(i=16420)
              QualifiedName(0:BranchId),NumericNodeId(i=16421)
              QualifiedName(0:Retain),NumericNodeId(i=16422)
              QualifiedName(0:EnabledState),NumericNodeId(i=16423)
                QualifiedName(0:Id),NumericNodeId(i=16424)
              QualifiedName(0:Quality),NumericNodeId(i=16432)
                QualifiedName(0:SourceTimestamp),NumericNodeId(i=16433)
              QualifiedName(0:LastSeverity),NumericNodeId(i=16434)
                QualifiedName(0:SourceTimestamp),NumericNodeId(i=16435)
              QualifiedName(0:Comment),NumericNodeId(i=16436)
                QualifiedName(0:SourceTimestamp),NumericNodeId(i=16437)
              QualifiedName(0:ClientUserId),NumericNodeId(i=16438)
              QualifiedName(0:Disable),NumericNodeId(i=16439)
              QualifiedName(0:Enable),NumericNodeId(i=16440)
              QualifiedName(0:AddComment),NumericNodeId(i=16441)
                QualifiedName(0:InputArguments),NumericNodeId(i=16442)
              QualifiedName(0:AckedState),NumericNodeId(i=16443)
                QualifiedName(0:Id),NumericNodeId(i=16444)
              QualifiedName(0:Acknowledge),NumericNodeId(i=16461)
                QualifiedName(0:InputArguments),NumericNodeId(i=16462)
              QualifiedName(0:ActiveState),NumericNodeId(i=16465)
                QualifiedName(0:Id),NumericNodeId(i=16466)
              QualifiedName(0:InputNode),NumericNodeId(i=16474)
              QualifiedName(0:SuppressedOrShelved),NumericNodeId(i=16519)
        QualifiedName(0:DataTypeSystemType),NumericNodeId(i=75)
        QualifiedName(0:DataTypeEncodingType),NumericNodeId(i=76)
        QualifiedName(0:ModellingRuleType),NumericNodeId(i=77)
          QualifiedName(0:NamingRule),NumericNodeId(i=111)
        QualifiedName(0:ServerType),NumericNodeId(i=2004)
          QualifiedName(0:ServerArray),NumericNodeId(i=2005)
          QualifiedName(0:NamespaceArray),NumericNodeId(i=2006)
          QualifiedName(0:UrisVersion),NumericNodeId(i=15003)
          QualifiedName(0:ServerStatus),NumericNodeId(i=2007)
            QualifiedName(0:StartTime),NumericNodeId(i=3074)
            QualifiedName(0:CurrentTime),NumericNodeId(i=3075)
            QualifiedName(0:State),NumericNodeId(i=3076)
            QualifiedName(0:BuildInfo),NumericNodeId(i=3077)
              QualifiedName(0:ProductUri),NumericNodeId(i=3078)
              QualifiedName(0:ManufacturerName),NumericNodeId(i=3079)
              QualifiedName(0:ProductName),NumericNodeId(i=3080)
              QualifiedName(0:SoftwareVersion),NumericNodeId(i=3081)
              QualifiedName(0:BuildNumber),NumericNodeId(i=3082)
              QualifiedName(0:BuildDate),NumericNodeId(i=3083)
            QualifiedName(0:SecondsTillShutdown),NumericNodeId(i=3084)
            QualifiedName(0:ShutdownReason),NumericNodeId(i=3085)
          QualifiedName(0:ServiceLevel),NumericNodeId(i=2008)
          QualifiedName(0:Auditing),NumericNodeId(i=2742)
          QualifiedName(0:EstimatedReturnTime),NumericNodeId(i=12882)
          QualifiedName(0:LocalTime),NumericNodeId(i=17612)
          QualifiedName(0:ServerCapabilities),NumericNodeId(i=2009)
            QualifiedName(0:ServerProfileArray),NumericNodeId(i=3086)
            QualifiedName(0:LocaleIdArray),NumericNodeId(i=3087)
            QualifiedName(0:MinSupportedSampleRate),NumericNodeId(i=3088)
            QualifiedName(0:MaxBrowseContinuationPoints),NumericNodeId(i=3089)
            QualifiedName(0:MaxQueryContinuationPoints),NumericNodeId(i=3090)
            QualifiedName(0:MaxHistoryContinuationPoints),NumericNodeId(i=3091)
            QualifiedName(0:SoftwareCertificates),NumericNodeId(i=3092)
            QualifiedName(0:ModellingRules),NumericNodeId(i=3093)
            QualifiedName(0:AggregateFunctions),NumericNodeId(i=3094)
          QualifiedName(0:ServerDiagnostics),NumericNodeId(i=2010)
            QualifiedName(0:ServerDiagnosticsSummary),NumericNodeId(i=3095)
              QualifiedName(0:ServerViewCount),NumericNodeId(i=3096)
              QualifiedName(0:CurrentSessionCount),NumericNodeId(i=3097)
              QualifiedName(0:CumulatedSessionCount),NumericNodeId(i=3098)
              QualifiedName(0:SecurityRejectedSessionCount),NumericNodeId(i=3099)
              QualifiedName(0:RejectedSessionCount),NumericNodeId(i=3100)
              QualifiedName(0:SessionTimeoutCount),NumericNodeId(i=3101)
              QualifiedName(0:SessionAbortCount),NumericNodeId(i=3102)
              QualifiedName(0:PublishingIntervalCount),NumericNodeId(i=3104)
              QualifiedName(0:CurrentSubscriptionCount),NumericNodeId(i=3105)
